Symbol,Month,DeliveryPct,TotalDelivQty,TotalTrdQty,Days
DWARKESH,2026-03,9.53,5523506,57968706,2
DWARKESH,2026-04,16.74,20863826,124660746,23
DWARKESH,2026-05,23.25,14018341,60301793,18
DYCL,2026-03,47.69,252294,528978,2
DYCL,2026-04,38.92,2874527,7386222,23
DYCL,2026-05,41.94,3991789,9518654,18
DYNAMATECH,2026-03,38.0,22572,59396,2
DYNAMATECH,2026-04,32.12,217085,675902,23
DYNAMATECH,2026-05,33.5,190839,569596,18
DYNPRO,2026-03,69.52,101766,146390,2
DYNPRO,2026-04,42.88,240485,560842,23
DYNPRO,2026-05,59.33,123178,207609,18
E2E,2026-05,47.09,661187,1404181,7
EASEMYTRIP,2026-03,51.61,27977804,54211700,2
EASEMYTRIP,2026-04,29.38,145175832,494175540,23
EASEMYTRIP,2026-05,30.78,160886860,522744358,18
EBANKNIFTY,2026-03,81.13,66638,82140,2
EBANKNIFTY,2026-04,86.77,444162,511877,23
EBANKNIFTY,2026-05,96.48,1624003,1683186,18
EBBETF0430,2026-03,90.86,87674,96498,2
EBBETF0430,2026-04,85.05,464653,546319,23
EBBETF0430,2026-05,83.83,214530,255901,18
EBBETF0431,2026-03,92.33,48648,52690,2
EBBETF0431,2026-04,79.53,125310,157556,23
EBBETF0431,2026-05,75.23,58910,78309,18
EBBETF0433,2026-03,94.31,41046,43524,2
EBBETF0433,2026-04,88.55,265170,299464,23
EBBETF0433,2026-05,95.26,160008,167970,18
EBGNG,2026-03,56.21,197334,351038,2
EBGNG,2026-04,47.98,5086582,10602469,23
EBGNG,2026-05,44.21,4908997,11104053,18
ECAPINSURE,2026-03,97.21,390154,401350,2
ECAPINSURE,2026-04,81.49,2001461,2456096,23
ECAPINSURE,2026-05,82.93,1318026,1589352,18
ECLERX,2026-03,45.41,277010,610002,2
ECLERX,2026-04,46.93,3372110,7185648,23
ECLERX,2026-05,35.11,2709088,7716956,18
ECOSMOBLTY,2026-03,42.7,352286,824968,2
ECOSMOBLTY,2026-04,38.33,2544338,6638255,23
ECOSMOBLTY,2026-05,28.44,2284628,8033473,18
EDELWEISS,2026-03,49.77,7684360,15440832,2
EDELWEISS,2026-04,38.87,52710388,135618818,23
EDELWEISS,2026-05,44.2,35160167,79547671,18
EFCIL,2026-03,55.56,848248,1526720,2
EFCIL,2026-04,54.93,4441906,8086980,23
EFCIL,2026-05,45.44,5861696,12899495,18
EGOLD,2026-03,71.61,186974,261090,2
EGOLD,2026-04,81.01,3274106,4041619,23
EGOLD,2026-05,87.98,4355960,4950980,18
EICHERMOT,2026-03,44.03,894178,2030714,2
EICHERMOT,2026-04,53.51,8535301,15950639,23
EICHERMOT,2026-05,44.02,3856264,8759352,18
EIDPARRY,2026-03,47.15,278924,591542,2
EIDPARRY,2026-04,46.32,3291716,7106870,23
EIDPARRY,2026-05,42.65,1899834,4454789,18
EIEL,2026-03,17.47,2040632,11683874,2
EIEL,2026-04,7.77,26361090,339338874,23
EIEL,2026-05,22.52,9998395,44398979,18
EIFFL,2026-03,67.7,44732,66072,2
EIFFL,2026-04,65.02,214253,329508,23
EIFFL,2026-05,86.23,539912,626123,18
EIHAHOTELS,2026-03,48.21,220878,458176,2
EIHAHOTELS,2026-04,41.02,256321,624825,23
EIHAHOTELS,2026-05,57.72,158488,274594,18
EIHOTEL,2026-03,50.21,466984,930104,2
EIHOTEL,2026-04,13.01,5449608,41892915,23
EIHOTEL,2026-05,49.54,1065154,2150292,18
EIMCOELECO,2026-03,56.88,28718,50486,2
EIMCOELECO,2026-04,50.32,399777,794543,23
EIMCOELECO,2026-05,59.64,159458,267374,18
EKC,2026-03,50.81,631196,1242296,2
EKC,2026-04,41.42,3309041,7989475,23
EKC,2026-05,50.25,1552087,3088829,18
ELANTAS,2026-04,71.01,5628,7926,10
ELANTAS,2026-05,69.11,11574,16747,18
ELCIDIN,2026-04,63.14,173,274,10
ELCIDIN,2026-05,74.06,197,266,18
ELDEHSG,2026-03,72.88,2666,3658,2
ELDEHSG,2026-04,60.51,12316,20355,23
ELDEHSG,2026-05,79.79,18343,22989,18
ELECON,2026-03,46.15,541216,1172758,2
ELECON,2026-04,30.4,8292378,27273505,23
ELECON,2026-05,30.52,5303953,17377862,18
ELECTCAST,2026-03,39.64,3367348,8495686,2
ELECTCAST,2026-04,44.16,37447840,84802518,23
ELECTCAST,2026-05,42.66,27950807,65525266,18
ELECTHERM,2026-03,47.9,49220,102762,2
ELECTHERM,2026-04,33.14,293844,886596,23
ELECTHERM,2026-05,56.16,396495,706058,18
ELGIEQUIP,2026-03,58.08,685902,1181062,2
ELGIEQUIP,2026-04,58.97,7084010,12012014,23
ELGIEQUIP,2026-05,50.2,3353584,6680447,18
ELGIRUBCO,2026-03,64.65,68314,105670,2
ELGIRUBCO,2026-04,53.52,866799,1619679,23
ELGIRUBCO,2026-05,47.51,370933,780773,18
ELIN,2026-03,51.76,265698,513334,2
ELIN,2026-04,48.5,2700092,5567279,23
ELIN,2026-05,48.76,1664020,3412731,18
ELIQUID,2026-03,100.0,10724,10724,2
ELIQUID,2026-04,92.21,274646,297857,23
ELIQUID,2026-05,92.28,146836,159114,18
ELITECON,2026-04,61.23,7158743,11691288,10
ELITECON,2026-05,55.47,15321524,27621995,18
ELLEN,2026-03,55.08,532998,967618,2
ELLEN,2026-04,49.82,7569445,15192578,23
ELLEN,2026-05,48.27,4168704,8636509,18
ELM250,2026-03,82.88,273868,330442,2
ELM250,2026-04,86.04,3473170,4036508,23
ELM250,2026-05,94.01,11516331,12250205,18
ELPROINTL,2026-04,66.91,686297,1025647,10
ELPROINTL,2026-05,61.62,4212299,6835680,18
EMAMILTD,2026-03,60.17,564188,937634,2
EMAMILTD,2026-04,50.84,6763787,13304846,23
EMAMILTD,2026-05,47.06,3811374,8099235,18
EMAMIPAP,2026-03,66.66,89912,134874,2
EMAMIPAP,2026-04,58.05,339055,584118,23
EMAMIPAP,2026-05,55.78,302542,542369,18
EMAMIREAL,2026-03,85.56,143898,168178,2
EMAMIREAL,2026-04,57.93,1472179,2541097,21
EMBDL,2026-05,51.74,38314869,74046503,16
EMCURE,2026-03,35.21,193892,550656,2
EMCURE,2026-04,48.6,3658261,7527853,23
EMCURE,2026-05,41.2,1716745,4166435,18
EMIL,2026-03,53.48,816630,1526966,2
EMIL,2026-04,18.0,9148398,50814131,23
EMIL,2026-05,29.04,7527879,25918757,18
EMKAY,2026-03,70.73,98334,139032,2
EMKAY,2026-04,52.05,551620,1059878,23
EMKAY,2026-05,35.74,431447,1207109,18
EMMBI,2026-03,62.12,87328,140572,2
EMMBI,2026-04,60.12,176390,293407,23
EMMBI,2026-05,76.21,326663,428619,18
EMMVEE,2026-03,36.58,765130,2091720,2
EMMVEE,2026-04,36.1,48722298,134960817,23
EMMVEE,2026-05,40.99,33158383,80893714,18
EMPOWER,2026-04,70.59,12811842,18150678,8
EMSLIMITED,2026-03,47.49,459638,967898,2
EMSLIMITED,2026-04,17.29,2984921,17268832,23
EMSLIMITED,2026-05,29.73,1381550,4647050,18
EMUDHRA,2026-03,51.67,275168,532594,2
EMUDHRA,2026-04,60.31,3786183,6277944,23
EMUDHRA,2026-05,36.63,794489,2169080,18
EMULTIMQ,2026-03,77.39,167742,216754,2
EMULTIMQ,2026-04,83.35,1389542,1667034,23
EMULTIMQ,2026-05,82.27,736477,895205,18
ENDURANCE,2026-03,47.08,55160,117156,2
ENDURANCE,2026-04,55.84,1093104,1957567,23
ENDURANCE,2026-05,44.4,1636793,3686062,18
ENERGY,2026-03,61.59,610660,991544,2
ENERGY,2026-04,73.76,19377117,26270635,23
ENERGY,2026-05,67.28,7943075,11805890,18
ENERGYDEV,2026-03,81.3,74896,92118,2
ENERGYDEV,2026-04,72.06,721432,1001098,23
ENERGYDEV,2026-05,71.26,406210,570077,18
ENEXT50,2026-05,68.32,7465,10926,3
ENGINERSIN,2026-03,40.34,2252834,5584782,2
ENGINERSIN,2026-04,32.89,47347396,143977079,23
ENGINERSIN,2026-05,35.53,34660593,97564205,18
ENIFTY,2026-03,92.77,19446,20962,2
ENIFTY,2026-04,91.45,270935,296279,23
ENIFTY,2026-05,94.98,219054,230632,18
ENIL,2026-03,61.81,126506,204668,2
ENIL,2026-04,72.37,224957,310824,23
ENIL,2026-05,82.12,204515,249038,18
ENRIN,2026-03,50.14,358776,715594,2
ENRIN,2026-04,47.85,5028820,10510602,23
ENRIN,2026-05,40.46,5728159,14156210,18
ENTERO,2026-03,38.3,64238,167710,2
ENTERO,2026-04,53.26,837974,1573498,23
ENTERO,2026-05,54.17,1765547,3259482,18
EPACK,2026-03,55.63,1194476,2147304,2
EPACK,2026-04,9.83,10625332,108124057,23
EPACK,2026-05,25.1,5275432,21014506,18
EPACKPEB,2026-03,59.38,471934,794718,2
EPACKPEB,2026-04,39.56,6319790,15975229,23
EPACKPEB,2026-05,39.68,5036408,12693865,18
EPIGRAL,2026-03,48.81,114300,234184,2
EPIGRAL,2026-04,46.78,906980,1938627,23
EPIGRAL,2026-05,30.34,512030,1687916,18
EPL,2026-03,29.91,4946464,16539234,2
EPL,2026-04,50.5,13460629,26656570,23
EPL,2026-05,52.4,7911233,15097279,18
EQUAL200,2026-03,98.05,607170,619230,2
EQUAL200,2026-04,87.88,1342312,1527485,23
EQUAL200,2026-05,75.87,915406,1206546,18
EQUAL50,2026-03,51.36,6850,13338,2
EQUAL50,2026-04,85.36,109951,128816,23
EQUAL50,2026-05,93.13,94078,101020,18
EQUAL50ADD,2026-03,84.38,234126,277466,2
EQUAL50ADD,2026-04,94.58,3847307,4067583,23
EQUAL50ADD,2026-05,96.62,2506041,2593755,18
EQUITASBNK,2026-03,57.89,12357072,21344202,2
EQUITASBNK,2026-04,43.77,23892743,54592265,23
EQUITASBNK,2026-05,33.66,36432676,108236025,18
ERIS,2026-03,62.38,190408,305220,2
ERIS,2026-04,58.93,1749248,2968158,23
ERIS,2026-05,30.49,1021851,3350926,18
ESABINDIA,2026-03,57.24,3898,6810,2
ESABINDIA,2026-04,56.83,64662,113779,23
ESABINDIA,2026-05,23.37,56863,243276,18
ESAFSFB,2026-03,61.77,1429338,2314032,2
ESAFSFB,2026-04,52.84,9249547,17503166,23
ESAFSFB,2026-05,42.6,9760374,22912952,18
ESCORTS,2026-03,55.23,191230,346254,2
ESCORTS,2026-04,52.94,1257991,2376079,23
ESCORTS,2026-05,47.66,1480932,3106985,18
ESENSEX,2026-03,58.92,5872,9966,2
ESENSEX,2026-04,85.07,24072,28298,23
ESENSEX,2026-05,88.29,31932,36168,18
ESG,2026-03,56.9,25336,44530,2
ESG,2026-04,91.2,1681753,1844071,23
ESG,2026-05,79.82,298549,374024,18
ESILVER,2026-03,22.67,89206,393552,2
ESILVER,2026-04,84.49,4029492,4768949,23
ESILVER,2026-05,61.44,1302401,2119691,18
ESSARSHPNG,2026-03,65.73,197882,301030,2
ESSARSHPNG,2026-04,48.97,5518033,11267042,23
ESSARSHPNG,2026-05,55.02,3920612,7126069,18
ESSENTIA,2026-03,76.09,7737260,10169194,2
ESSENTIA,2026-04,63.72,27718608,43503483,23
ESSENTIA,2026-05,59.11,43522750,73633532,11
ESTER,2026-03,44.96,213760,475402,2
ESTER,2026-04,29.22,1181206,4042964,23
ESTER,2026-05,45.52,1530237,3361715,18
ETERNAL,2026-03,53.52,53275704,99549050,2
ETERNAL,2026-04,46.62,570793765,1224358908,23
ETERNAL,2026-05,46.43,229280741,493813659,18
ETHOSLTD,2026-03,46.54,34078,73230,2
ETHOSLTD,2026-04,39.93,432744,1083679,23
ETHOSLTD,2026-05,27.21,155470,571320,18
EUREKAFORB,2026-03,62.88,382736,608650,2
EUREKAFORB,2026-04,53.82,1686206,3133191,23
EUREKAFORB,2026-05,45.82,2085498,4551837,18
EUROBOND,2026-03,79.48,49856,62724,2
EUROBOND,2026-04,74.01,107173,144804,23
EUROBOND,2026-05,66.25,119655,180615,18
EUROPRATIK,2026-03,51.1,234148,458228,2
EUROPRATIK,2026-04,20.27,931803,4596482,23
EUROPRATIK,2026-05,56.27,4571515,8123623,18
EUROTEXIND,2026-03,67.38,818,1214,2
EUROTEXIND,2026-04,59.33,32667,55062,23
EUROTEXIND,2026-05,68.06,88270,129697,18
EVEREADY,2026-03,51.3,472862,921768,2
EVEREADY,2026-04,42.1,1326501,3150818,23
EVEREADY,2026-05,39.82,932147,2340899,18
EVERESTIND,2026-03,75.47,38024,50382,2
EVERESTIND,2026-04,47.57,263088,553013,23
EVERESTIND,2026-05,45.73,222692,487024,18
EVIETF,2026-03,74.71,493304,660286,2
EVIETF,2026-04,63.01,3079783,4887981,23
EVIETF,2026-05,63.02,2818391,4472112,18
EVINDIA,2026-03,57.34,637992,1112682,2
EVINDIA,2026-04,68.97,3759119,5450611,23
EVINDIA,2026-05,63.68,3749612,5888195,18
EXCEL,2026-03,51.81,7261606,14014806,2
EXCEL,2026-04,43.06,3131858,7273317,1
EXCELINDUS,2026-03,59.58,21240,35650,2
EXCELINDUS,2026-04,52.84,83004,157092,23
EXCELINDUS,2026-05,59.88,132564,221370,18
EXCELSOFT,2026-03,55.59,1147810,2064860,2
EXCELSOFT,2026-04,40.62,7540546,18565027,23
EXCELSOFT,2026-05,31.89,9561442,29986359,18
EXICOM,2026-03,54.37,946916,1741754,2
EXICOM,2026-04,26.48,6713742,25354305,23
EXICOM,2026-05,15.23,10038761,65893553,18
EXIDEIND,2026-03,43.06,1919528,4457542,2
EXIDEIND,2026-04,30.63,22386530,73095202,23
EXIDEIND,2026-05,33.24,30155750,90727362,18
EXPLEOSOL,2026-03,59.48,70998,119370,2
EXPLEOSOL,2026-04,54.14,270330,499336,23
EXPLEOSOL,2026-05,18.2,592394,3255464,18
EXXARO,2026-03,83.18,534126,642114,2
EXXARO,2026-04,69.49,5867337,8443934,23
EXXARO,2026-05,74.62,1455794,1950865,18
FABTECH,2026-03,19.22,218920,1138996,2
FABTECH,2026-04,21.16,2923064,13815092,23
FABTECH,2026-05,46.84,1618729,3455600,18
FACT,2026-03,25.68,135264,526740,2
FACT,2026-04,14.8,2408565,16271638,23
FACT,2026-05,25.99,964864,3712483,18
FAIRCHEMOR,2026-03,66.54,50450,75820,2
FAIRCHEMOR,2026-04,46.26,102266,221057,23
FAIRCHEMOR,2026-05,53.54,225460,421097,18
FAZE3Q,2026-05,62.06,137554,221638,7
FCL,2026-03,54.78,4006658,7314124,2
FCL,2026-04,51.96,42578216,81945518,23
FCL,2026-05,15.81,135841609,859359442,18
FCSSOFT,2026-03,61.78,5513122,8924080,2
FCSSOFT,2026-04,59.41,24347253,40979260,12
FDC,2026-03,57.62,283704,492400,2
FDC,2026-04,56.6,975793,1724131,23
FDC,2026-05,37.53,2503101,6670284,18
FEDDERSHOL,2026-04,65.68,2121701,3230591,10
FEDDERSHOL,2026-05,53.36,3782040,7088033,18
FEDERALBNK,2026-03,52.65,11559468,21957128,2
FEDERALBNK,2026-04,49.1,96057287,195639332,23
FEDERALBNK,2026-05,54.85,77662866,141584492,18
FEDFINA,2026-03,50.83,1151364,2264974,2
FEDFINA,2026-04,49.03,11490533,23434910,23
FEDFINA,2026-05,52.84,12370307,23412778,18
FERMENTA,2026-04,64.13,39818,62086,10
FERMENTA,2026-05,72.16,183230,253924,18
FIBERWEB,2026-05,72.67,415485,571730,7
FIEMIND,2026-03,47.34,75990,160518,2
FIEMIND,2026-04,45.64,440089,964244,23
FIEMIND,2026-05,55.92,562383,1005636,18
FILATEX,2026-03,68.29,2110144,3089940,2
FILATEX,2026-04,44.76,7804240,17437519,23
FILATEX,2026-05,38.04,6195176,16286664,18
FILATFASH,2026-03,60.81,128647194,211555744,2
FILATFASH,2026-04,64.02,344712661,538414245,12
FINCABLES,2026-03,54.37,587058,1079740,2
FINCABLES,2026-04,47.42,4858999,10246739,23
FINCABLES,2026-05,38.97,5459655,14008158,18
FINEORG,2026-03,66.03,34084,51616,2
FINEORG,2026-04,43.16,158311,366805,23
FINEORG,2026-05,39.68,85227,214802,18
FINIETF,2026-03,60.98,1346064,2207548,2
FINIETF,2026-04,67.41,11638130,17263572,23
FINIETF,2026-05,64.65,6273237,9702942,18
FINKURVE,2026-03,72.01,169966,236034,2
FINKURVE,2026-04,37.72,875195,2320212,23
FINKURVE,2026-05,66.16,651420,984683,18
FINOPB,2026-03,31.93,1369924,4290084,2
FINOPB,2026-04,34.03,5190518,15252983,23
FINOPB,2026-05,44.52,2216495,4978785,18
FINPIPE,2026-03,57.54,1728976,3005026,2
FINPIPE,2026-04,46.07,5151397,11182791,23
FINPIPE,2026-05,12.62,4747784,37623308,18
FIRSTCRY,2026-03,34.04,2655964,7802502,2
FIRSTCRY,2026-04,10.18,14666470,144010942,23
FIRSTCRY,2026-05,16.03,9915365,61843574,18
FISCHER,2026-03,60.26,2960862,4913182,2
FISCHER,2026-04,38.92,11313210,29066779,23
FISCHER,2026-05,27.79,4870653,17527722,18
FIVESTAR,2026-03,55.03,1908774,3468580,2
FIVESTAR,2026-04,36.3,17331079,47739965,23
FIVESTAR,2026-05,45.84,6248568,13632607,18
FLAIR,2026-03,51.61,69614,134876,2
FLAIR,2026-04,43.47,766240,1762826,23
FLAIR,2026-05,49.09,1569602,3197214,18
FLEXIADD,2026-03,60.4,377820,625492,2
FLEXIADD,2026-04,62.06,2692021,4337779,23
FLEXIADD,2026-05,72.88,1705091,2339638,18
FLEXITUFF,2026-03,76.48,30528,39916,2
FLEXITUFF,2026-04,81.27,792347,974992,23
FLEXITUFF,2026-05,62.17,326332,524929,18
FLUOROCHEM,2026-03,37.3,73190,196230,2
FLUOROCHEM,2026-04,53.67,1357428,2529305,23
FLUOROCHEM,2026-05,52.23,1170924,2241910,18
FMCGADD,2026-05,84.94,23063,27152,4
FMCGIETF,2026-03,59.42,4132166,6954244,2
FMCGIETF,2026-04,60.98,21652139,35506368,23
FMCGIETF,2026-05,71.28,16176893,22694275,18
FMGOETZE,2026-03,45.27,118002,260684,2
FMGOETZE,2026-04,49.14,640054,1302614,23
FMGOETZE,2026-05,54.36,481080,884956,18
FMNL,2026-03,69.72,88786,127338,2
FMNL,2026-04,78.84,1018480,1291913,23
FMNL,2026-05,68.85,1335450,1939520,15
FOCUS,2026-03,62.66,219702,350624,2
FOCUS,2026-04,46.32,841338,1816405,23
FOCUS,2026-05,45.66,800095,1752106,18
FOODSIN,2026-03,51.97,296102,569810,2
FOODSIN,2026-04,50.0,1890960,3782075,23
FOODSIN,2026-05,56.86,787817,1385554,18
FORCEMOT,2026-03,29.52,49408,167398,2
FORCEMOT,2026-04,23.6,849666,3599680,23
FORCEMOT,2026-05,25.74,566432,2200288,18
FORTIS,2026-03,45.16,1858890,4116470,2
FORTIS,2026-04,49.57,15970135,32218172,23
FORTIS,2026-05,48.84,11136837,22800807,18
FOSECOIND,2026-03,63.61,3048,4792,2
FOSECOIND,2026-04,53.32,40834,76590,23
FOSECOIND,2026-05,21.07,51694,245320,18
FRACTAL,2026-03,46.77,297132,635264,2
FRACTAL,2026-04,40.03,6599367,16486911,23
FRACTAL,2026-05,42.56,6893413,16196918,18
FRONTSP,2026-04,60.26,52217,86650,10
FRONTSP,2026-05,47.24,265513,562018,18
FSL,2026-03,46.17,1224276,2651490,2
FSL,2026-04,17.79,20800210,116889552,23
FSL,2026-05,14.31,25611235,178952606,18
FUSION,2026-03,49.85,583634,1170766,2
FUSION,2026-04,54.69,4932169,9018244,23
FUSION,2026-05,48.96,6095181,12449544,18
GABRIEL,2026-03,40.02,362976,906882,2
GABRIEL,2026-04,48.64,3328639,6842827,23
GABRIEL,2026-05,40.5,3289565,8122938,18
GAEL,2026-03,39.83,1066930,2678438,2
GAEL,2026-04,42.99,10345819,24068330,23
GAEL,2026-05,43.35,10081561,23257596,18
GAIL,2026-03,50.71,22120006,43621690,2
GAIL,2026-04,57.91,167103759,288557474,23
GAIL,2026-05,49.86,102055353,204689654,18
GALAPREC,2026-03,57.28,27264,47596,2
GALAPREC,2026-04,56.75,252843,445558,23
GALAPREC,2026-05,44.29,380075,858105,18
GALAXYSURF,2026-03,59.13,41002,69344,2
GALAXYSURF,2026-04,60.28,210659,349474,23
GALAXYSURF,2026-05,52.25,86291,165144,18
GALLANTT,2026-03,44.67,256184,573548,2
GALLANTT,2026-04,6.07,10906147,179635843,23
GALLANTT,2026-05,24.18,2653201,10973755,18
GANDHAR,2026-03,61.63,416778,676222,2
GANDHAR,2026-04,44.84,1782597,3975372,23
GANDHAR,2026-05,23.83,6372187,26737197,18
GANDHITUBE,2026-03,54.97,6772,12320,2
GANDHITUBE,2026-04,61.28,61296,100024,23
GANDHITUBE,2026-05,50.06,178901,357352,18
GANECOS,2026-03,4.82,602056,12497828,2
GANECOS,2026-04,9.31,5358963,57589236,23
GANECOS,2026-05,37.11,1867656,5033278,18
GANESHBE,2026-03,61.43,411420,669718,2
GANESHBE,2026-04,49.32,3665710,7432354,23
GANESHBE,2026-05,53.55,3499422,6535296,18
GANESHCP,2026-03,61.13,744436,1217698,2
GANESHCP,2026-04,44.25,1290515,2916174,23
GANESHCP,2026-05,45.37,810971,1787631,18
GANESHHOU,2026-03,54.23,178558,329244,2
GANESHHOU,2026-04,47.49,706358,1487430,23
GANESHHOU,2026-05,43.22,447887,1036274,18
GANGAFORGE,2026-03,74.27,489646,659272,2
GANGAFORGE,2026-04,77.46,3746619,4836864,23
GANGAFORGE,2026-05,65.29,5778430,8850275,18
GANGESSECU,2026-03,89.59,8330,9298,2
GANGESSECU,2026-04,81.87,52003,63521,23
GANGESSECU,2026-05,59.75,24391,40821,18
GARFIBRES,2026-03,67.32,282762,420034,2
GARFIBRES,2026-04,53.08,665074,1252893,23
GARFIBRES,2026-05,42.52,806476,1896509,18
GARUDA,2026-03,43.66,991236,2270588,2
GARUDA,2026-04,30.97,5190448,16760410,23
GARUDA,2026-05,23.81,7512855,31556380,18
GATECH,2026-03,68.78,9078688,13199594,2
GATECH,2026-04,52.92,63579944,120153211,23
GATECH,2026-05,46.27,75883425,163984839,18
GATECHDVR,2026-03,83.35,877486,1052742,2
GATECHDVR,2026-04,75.49,7250383,9604388,23
GATECHDVR,2026-05,64.62,17380410,26897152,18
GATEWAY,2026-03,54.7,1474436,2695624,2
GATEWAY,2026-04,49.72,7377071,14837553,23
GATEWAY,2026-05,45.36,8714265,19211756,18
GAUDIUMIVF,2026-03,71.46,606106,848134,2
GAUDIUMIVF,2026-04,31.7,16317112,51479642,19
GAYAHWS,2026-03,81.11,269148,331822,2
GAYAHWS,2026-04,67.87,6683457,9846973,23
GAYAHWS,2026-05,69.81,4944262,7082850,18
GCSL,2026-03,80.34,20322,25296,2
GCSL,2026-04,52.43,1504480,2869335,23
GCSL,2026-05,33.33,2973259,8921301,18
GEECEE,2026-03,75.66,27064,35770,2
GEECEE,2026-04,58.78,67130,114215,23
GEECEE,2026-05,24.66,108162,438549,18
GEEKAYWIRE,2026-03,60.77,284318,467846,2
GEEKAYWIRE,2026-04,49.79,2445569,4911887,23
GEEKAYWIRE,2026-05,54.73,873613,1596103,18
GENCON,2026-03,67.24,143426,213296,2
GENCON,2026-04,49.86,673945,1351732,23
GENCON,2026-05,56.03,1210329,2160259,18
GENESYS,2026-03,41.84,822794,1966386,2
GENESYS,2026-04,30.48,3331334,10927957,23
GENESYS,2026-05,21.51,6288971,29239672,18
GENUSPAPER,2026-03,68.57,466122,679814,2
GENUSPAPER,2026-04,69.97,1833160,2619828,23
GENUSPAPER,2026-05,63.5,790052,1244157,18
GENUSPOWER,2026-03,58.61,1404478,2396256,2
GENUSPOWER,2026-04,43.69,7842352,17949719,23
GENUSPOWER,2026-05,43.99,6696239,15223560,18
GEOJITFSL,2026-03,56.9,1497168,2631354,2
GEOJITFSL,2026-04,49.62,5620345,11326368,23
GEOJITFSL,2026-05,52.33,5364431,10251195,18
GESHIP,2026-03,56.14,569108,1013740,2
GESHIP,2026-04,46.9,6623302,14121357,23
GESHIP,2026-05,18.47,9070552,49113679,18
GFLLIMITED,2026-03,61.2,239064,390644,2
GFLLIMITED,2026-04,58.29,897656,1540041,23
GFLLIMITED,2026-05,50.18,568613,1133125,18
GHCL,2026-03,62.16,315070,506848,2
GHCL,2026-04,49.75,1239639,2491809,23
GHCL,2026-05,60.17,2287245,3801160,18
GHCLTEXTIL,2026-03,65.96,581804,882032,2
GHCLTEXTIL,2026-04,41.18,6297270,15292859,23
GHCLTEXTIL,2026-05,57.63,5954916,10333488,18
GICHSGFIN,2026-03,59.48,219046,368248,2
GICHSGFIN,2026-04,53.44,1372917,2569139,23
GICHSGFIN,2026-05,52.42,994695,1897419,18
GICL,2026-03,37.6,555938,1478372,2
GICL,2026-04,35.76,9334333,26101741,23
GICL,2026-05,43.18,6477251,14999177,18
GICRE,2026-03,50.62,677048,1337480,2
GICRE,2026-04,40.58,6469967,15945059,23
GICRE,2026-05,52.13,3731044,7156699,18
GILLANDERS,2026-03,86.21,13244,15362,2
GILLANDERS,2026-04,72.52,77918,107438,23
GILLANDERS,2026-05,62.08,192120,309493,18
GILLETTE,2026-03,47.11,48624,103206,2
GILLETTE,2026-04,58.79,379026,644678,23
GILLETTE,2026-05,51.07,339267,664377,18
GILT10BETA,2026-03,60.7,2252,3710,2
GILT10BETA,2026-04,79.59,30525,38355,23
GILT10BETA,2026-05,87.87,54052,61514,18
GILT5BETA,2026-03,40.02,2964,7406,2
GILT5BETA,2026-04,62.62,63163,100860,23
GILT5BETA,2026-05,83.42,24081,28867,16
GILT5YBEES,2026-03,68.19,970832,1423682,2
GILT5YBEES,2026-04,76.11,8217957,10797827,23
GILT5YBEES,2026-05,79.05,5226036,6611138,18
GINNIFILA,2026-03,66.12,360664,545480,2
GINNIFILA,2026-04,55.96,979355,1749999,23
GINNIFILA,2026-05,62.02,1677078,2704278,18
GIPCL,2026-03,58.4,686914,1176132,2
GIPCL,2026-04,47.12,3939264,8359310,23
GIPCL,2026-05,51.89,2602604,5015258,18
GKENERGY,2026-03,57.34,644056,1123272,2
GKENERGY,2026-04,40.06,9172794,22899904,23
GKENERGY,2026-05,39.98,5896000,14746701,18
GKSL,2026-03,48.99,341816,697738,2
GKSL,2026-04,54.49,6935345,12728887,23
GKSL,2026-05,41.1,6885788,16755122,18
GKWLIMITED,2026-03,73.09,2238,3062,2
GKWLIMITED,2026-04,79.08,12297,15550,23
GKWLIMITED,2026-05,83.86,9168,10933,18
GLAND,2026-03,42.18,88938,210834,2
GLAND,2026-04,62.8,1486400,2366983,23
GLAND,2026-05,34.16,5471738,16019027,18
GLAXO,2026-03,58.87,152602,259204,2
GLAXO,2026-04,59.43,943337,1587335,23
GLAXO,2026-05,59.17,1069569,1807491,18
GLENMARK,2026-03,61.54,1474612,2396128,2
GLENMARK,2026-04,43.9,7174709,16344972,23
GLENMARK,2026-05,44.89,6059325,13497325,18
GLFL,2026-04,100.0,12801,12801,6
GLOBAL,2026-03,70.75,99882,141174,2
GLOBAL,2026-04,60.69,1828692,3012926,23
GLOBAL,2026-05,52.61,1318831,2506769,18
GLOBALE,2026-03,46.77,36892,78874,2
GLOBALE,2026-04,81.71,297716,364340,21
GLOBALVECT,2026-03,69.73,29560,42392,2
GLOBALVECT,2026-04,58.1,245443,422435,23
GLOBALVECT,2026-05,61.12,89706,146780,18
GLOBE,2026-03,75.07,1318974,1757008,2
GLOBE,2026-04,73.15,8685455,11874057,23
GLOBE,2026-05,73.53,5577042,7584867,18
GLOBECIVIL,2026-03,65.57,403260,615046,2
GLOBECIVIL,2026-04,43.64,932430,2136787,17
GLOBUSSPR,2026-03,53.31,100800,189078,2
GLOBUSSPR,2026-04,38.92,1027214,2638961,23
GLOBUSSPR,2026-05,44.4,1146612,2582613,18
GLOSTERLTD,2026-03,89.19,6566,7362,2
